"LKA_PosFault_B_DTC",,0,1,"bool"
"LKA_CurvFault_B_DTC",,0,1,"bool"
"LKA_LaneWdthValid_B_DTC",,0,1,"bool"
"LKA_LatPosCtrlReqRoadWhlOn_B_DTC",,0,1,"bool"
"LKA_LatPosCtrlReqSteWhlOn_B_DTC",,0,1,"bool"
"LKA_LatPosCtrlReqDeltaOn_B_DTC",,0,1,"bool"
"LKA_LkaCondTrig_B_DTC",,0,1,"bool"
"LKA_LkaCondEnbl_B_DTC",,0,1,"bool"
"LKA_LkaCondDsbl_B_DTC",,0,1,"bool"
"LKA_OngStrIntDsblLaneModelFail_B_DTC",,0,1,"bool"
"LKA_OngStrIntDsblStrActOvrd_B_DTC",,0,1,"bool"
"LKA_LatPosCtrlReqOn_B_DTC",,0,1,"bool"
"LKA_LatPosCtrlStatsOn_B_DTC",,0,1,"bool"
"LKA_LkaAlrtHaptReq_B_DTC",,0,1,"bool"
